学号,性别,所属学院,高等数学,大学英语,Python程序设计,体育测试
STU20248738,男,商学院,79.5,62.2,83.3,71.7
STU20248739,男,理学院,55.3,51.7,64.8,78.0
STU20248740,女,计算机学院,76.8,90.1,85.6,67.3
STU20248741,男,商学院,35.1,70.0,47.8,71.7
STU20248742,女,商学院,70.0,79.3,78.3,61.4
STU20248743,女,计算机学院,79.0,78.5,82.7,49.7
STU20248744,女,机电学院,80.8,66.5,86.0,51.9
STU20248745,女,机电学院,69.9,65.7,77.2,73.3
STU20248746,男,计算机学院,90.5,84.9,96.8,67.4
STU20248747,男,文法学院,62.0,71.9,70.0,78.0
STU20248748,男,文法学院,75.2,79.3,83.6,84.2
STU20248749,女,计算机学院,93.1,86.0,100.0,74.3
STU20248750,男,计算机学院,72.4,81.9,79.6,69.4
STU20248751,女,机电学院,43.0,64.8,59.3,88.5
STU20248752,女,机电学院,73.4,54.4,77.8,73.0
STU20248753,男,文法学院,63.4,61.1,81.9,70.9
STU20248754,男,理学院,83.8,68.5,90.1,64.5
STU20248755,男,机电学院,95.6,91.0,98.8,80.2
STU20248756,男,理学院,95.1,76.0,88.1,86.1
STU20248757,男,计算机学院,55.1,70.5,63.6,93.7
STU20248758,男,理学院,63.5,97.7,66.0,89.0
STU20248759,男,计算机学院,65.4,54.9,71.3,72.3
STU20248760,女,文法学院,73.8,74.9,76.1,61.9
STU20248761,女,文法学院,46.4,81.4,70.0,74.1
STU20248762,女,商学院,50.0,89.7,60.0,78.4
STU20248763,女,商学院,83.0,73.3,94.3,75.2
STU20248764,女,计算机学院,91.8,98.5,95.6,83.7
STU20248765,女,理学院,62.4,68.1,66.9,76.6
STU20248766,女,计算机学院,88.4,69.9,95.8,87.2
STU20248767,男,文法学院,84.4,70.4,97.3,70.9
STU20248768,男,机电学院,61.7,66.7,64.8,89.6
STU20248769,男,计算机学院,73.1,53.7,85.0,94.3
STU20248770,男,计算机学院,68.9,85.4,79.0,80.5
STU20248771,女,文法学院,65.0,59.4,76.4,73.7
STU20248772,男,计算机学院,41.1,64.1,52.9,73.7
STU20248773,男,机电学院,56.7,88.6,64.0,71.3
STU20248774,女,商学院,86.9,79.4,84.4,67.8
STU20248775,女,理学院,69.4,63.9,72.8,67.0
STU20248776,女,计算机学院,71.3,76.9,76.8,74.6
STU20248777,女,文法学院,81.6,73.0,76.1,69.8
STU20248778,女,文法学院,69.7,62.0,74.9,82.2
STU20248779,女,商学院,60.9,47.0,69.5,73.6
STU20248780,女,文法学院,46.8,57.9,58.6,79.1
STU20248781,女,理学院,68.4,57.4,78.5,76.7
STU20248782,男,计算机学院,59.2,60.9,72.5,70.2
STU20248783,女,计算机学院,52.6,60.6,62.9,83.4
STU20248784,男,计算机学院,68.0,59.6,81.9,83.3
STU20248785,男,商学院,90.3,71.7,91.5,78.0
STU20248786,女,理学院,76.8,55.6,90.8,77.3
STU20248787,女,文法学院,70.8,88.0,73.6,80.2
STU20248788,男,计算机学院,73.0,56.0,83.2,77.8
STU20248789,女,计算机学院,42.7,75.7,54.7,80.6
STU20248790,女,文法学院,94.9,75.6,93.0,71.4
STU20248791,女,计算机学院,68.3,66.2,76.1,68.9
STU20248792,男,计算机学院,59.0,72.7,64.5,80.1
STU20248793,女,文法学院,64.7,62.1,69.5,61.9
STU20248794,男,计算机学院,96.1,78.8,99.2,89.5
STU20248795,女,计算机学院,79.0,79.5,84.3,68.0
STU20248796,女,机电学院,65.5,72.9,81.8,81.7
STU20248797,男,商学院,73.4,75.8,70.0,70.5
STU20248798,女,商学院,61.6,91.3,67.5,66.5
STU20248799,男,理学院,63.8,95.5,74.7,85.8
STU20248800,女,计算机学院,74.6,72.3,88.8,70.4
STU20248801,男,文法学院,60.4,74.5,73.0,78.6
STU20248802,女,机电学院,47.5,61.4,55.4,67.3
STU20248803,男,商学院,94.6,85.8,95.3,62.8
STU20248804,女,机电学院,81.6,96.2,83.8,62.2
STU20248805,男,商学院,67.0,76.0,80.6,87.5
STU20248806,男,计算机学院,75.1,69.3,85.0,100.0
STU20248807,女,理学院,91.1,84.2,90.3,70.1
STU20248808,男,理学院,60.4,66.6,64.1,88.7
STU20248809,女,文法学院,81.6,78.6,80.4,67.5
STU20248810,女,计算机学院,70.0,80.7,84.0,91.8
STU20248811,女,机电学院,83.1,71.8,90.0,72.6
STU20248812,男,理学院,59.7,65.9,70.1,83.8
STU20248813,男,计算机学院,50.1,65.4,61.6,84.7
STU20248814,女,文法学院,80.9,79.0,92.4,62.6
STU20248815,男,计算机学院,78.9,49.1,76.0,91.2
STU20248816,女,文法学院,70.2,74.3,70.9,57.6
STU20248817,女,商学院,50.4,57.6,61.1,73.1
STU20248818,男,商学院,70.9,77.2,73.4,77.4
STU20248819,男,计算机学院,80.9,64.3,86.9,81.4
STU20248820,男,计算机学院,81.9,49.3,79.8,86.4
STU20248821,女,商学院,54.1,67.9,66.5,75.3
STU20248822,女,商学院,82.0,76.2,87.1,82.2
STU20248823,男,商学院,47.5,65.8,55.3,75.1
STU20248824,女,机电学院,77.3,63.2,79.1,78.1
STU20248825,男,商学院,41.4,98.6,54.5,87.8
STU20248826,女,理学院,66.9,75.3,82.6,66.9
STU20248827,男,商学院,81.3,91.7,83.9,75.5
STU20248828,女,商学院,91.0,67.6,89.3,68.9
STU20248829,男,商学院,60.8,71.3,70.2,87.7
STU20248830,男,理学院,27.4,68.1,43.2,82.1
STU20248831,女,理学院,70.5,72.5,79.6,93.2
STU20248832,男,理学院,75.7,85.3,74.2,79.6
STU20248833,男,商学院,93.9,71.0,91.9,67.0
STU20248834,女,机电学院,70.0,99.2,70.6,72.6
STU20248835,女,理学院,73.3,84.4,89.5,87.0
STU20248836,男,商学院,70.3,47.6,75.3,68.1
STU20248837,男,文法学院,57.6,76.4,73.4,70.0
STU20248838,男,理学院,84.4,78.4,96.3,83.3
STU20248839,女,理学院,86.0,74.4,90.2,75.7
STU20248840,女,商学院,68.2,83.5,79.9,55.5
STU20248841,男,计算机学院,77.3,64.7,88.2,98.5
STU20248842,女,文法学院,58.4,68.3,63.2,73.1
STU20248843,女,商学院,70.7,86.6,76.9,77.6
STU20248844,男,商学院,84.4,66.5,100.0,83.3
STU20248845,男,文法学院,46.6,81.0,48.4,89.2
STU20248846,男,机电学院,83.9,70.5,86.2,75.5
STU20248847,男,机电学院,50.4,81.1,53.6,83.8
STU20248848,女,理学院,30.8,51.4,46.4,72.5
STU20248849,男,文法学院,78.8,85.2,82.1,63.4
STU20248850,女,计算机学院,63.4,81.0,64.3,61.5
STU20248851,女,文法学院,62.7,80.4,73.4,63.0
STU20248852,男,计算机学院,85.3,91.2,89.0,73.6
STU20248853,男,机电学院,78.3,91.1,81.4,77.0
STU20248854,女,机电学院,65.9,69.9,83.7,74.0
STU20248855,女,机电学院,60.9,75.4,71.9,71.7
STU20248856,女,理学院,68.6,78.1,74.5,64.4
STU20248857,男,计算机学院,41.9,83.7,54.1,79.6
STU20248858,女,商学院,49.6,83.9,54.1,71.5
STU20248859,男,计算机学院,76.9,68.1,85.9,87.0
STU20248860,女,理学院,74.0,66.6,77.9,80.6
STU20248861,男,商学院,70.6,87.4,83.3,84.0
STU20248862,女,理学院,80.3,93.8,89.5,72.7
STU20248863,男,理学院,82.3,75.0,81.6,69.1
STU20248864,男,理学院,71.5,68.8,78.8,86.4
STU20248865,男,文法学院,49.4,65.6,68.8,84.9
STU20248866,女,计算机学院,63.7,81.4,70.9,73.3
STU20248867,女,理学院,65.4,78.1,77.1,87.4
STU20248868,女,计算机学院,97.7,66.7,100.0,58.6
STU20248869,女,机电学院,64.9,78.1,78.2,63.4
STU20248870,男,理学院,49.9,82.2,53.3,80.1
STU20248871,男,计算机学院,92.3,77.8,98.1,75.5
STU20248872,男,理学院,66.8,86.4,78.1,79.4
STU20248873,男,计算机学院,99.0,62.9,94.8,78.2
STU20248874,男,机电学院,100.0,72.9,100.0,67.0
STU20248875,女,理学院,47.5,64.0,57.3,78.3
STU20248876,女,理学院,66.8,74.2,68.0,62.4
STU20248877,男,机电学院,65.0,83.9,74.8,77.3
STU20248878,男,机电学院,90.8,71.0,89.1,75.9
STU20248879,男,商学院,65.0,76.9,80.4,79.0
STU20248880,女,机电学院,75.3,74.6,71.3,80.0
STU20248881,男,计算机学院,95.4,83.2,93.6,80.8
STU20248882,男,文法学院,79.6,70.4,83.4,77.2
STU20248883,男,文法学院,52.0,88.9,58.1,80.3
STU20248884,男,文法学院,100.0,86.0,99.6,89.3
STU20248885,男,商学院,66.9,65.8,73.8,67.4
STU20248886,女,理学院,88.4,82.1,91.2,67.2
STU20248887,男,计算机学院,98.0,64.3,92.5,76.6
STU20248888,男,计算机学院,65.6,76.2,74.9,77.3
STU20248889,男,商学院,75.8,81.6,88.0,87.2
STU20248890,女,商学院,77.3,68.3,78.6,80.8
STU20248891,女,计算机学院,62.8,77.0,72.9,77.2
STU20248892,女,文法学院,84.1,91.2,93.4,64.9
STU20248893,女,机电学院,94.6,80.8,97.3,73.1
STU20248894,男,计算机学院,58.0,68.1,55.8,85.0
STU20248895,女,计算机学院,54.6,59.0,63.7,74.9
STU20248896,男,文法学院,48.8,76.2,64.8,75.1
STU20248897,男,文法学院,69.4,82.7,76.4,80.7
STU20248898,男,机电学院,75.3,74.8,76.9,73.7
STU20248899,男,商学院,73.6,64.2,84.1,86.3
STU20248900,男,理学院,71.0,71.5,81.4,80.3
STU20248901,男,商学院,60.8,75.8,70.9,74.8
STU20248902,女,文法学院,85.1,100.0,86.4,86.1
STU20248903,女,商学院,65.8,84.4,72.0,72.3
STU20248904,男,计算机学院,84.2,95.2,91.5,72.3
STU20248905,男,理学院,66.8,99.8,76.5,69.8
STU20248906,男,商学院,53.6,58.1,64.0,75.2
STU20248907,男,机电学院,40.9,84.8,44.9,91.3
STU20248908,男,文法学院,60.4,80.3,70.0,82.3
STU20248909,男,计算机学院,62.4,76.9,73.8,73.9
STU20248910,女,商学院,69.1,91.2,76.0,62.3
STU20248911,女,商学院,82.1,64.7,81.6,86.2
STU20248912,男,计算机学院,72.5,62.0,79.7,83.5
STU20248913,男,机电学院,67.6,77.6,78.8,76.0
STU20248914,男,计算机学院,81.2,71.9,87.6,72.3
STU20248915,男,文法学院,56.5,78.0,71.4,70.2
STU20248916,女,计算机学院,62.6,71.3,76.2,93.1
STU20248917,男,文法学院,48.2,84.9,59.3,84.1
STU20248918,女,计算机学院,49.8,73.3,52.3,60.9
STU20248919,女,理学院,59.2,72.6,62.3,86.0
STU20248920,男,机电学院,49.2,70.4,64.1,75.1
STU20248921,男,理学院,72.1,80.2,75.5,92.0
STU20248922,女,理学院,60.7,74.6,67.1,77.8
STU20248923,男,商学院,76.1,60.4,78.4,88.1
STU20248924,女,计算机学院,82.5,74.7,84.8,81.1
STU20248925,男,商学院,40.0,66.1,59.9,75.8
STU20248926,男,理学院,68.6,95.2,72.7,82.8
STU20248927,女,理学院,86.2,71.9,90.0,49.7
STU20248928,男,理学院,77.5,63.0,80.8,93.8
STU20248929,男,计算机学院,59.0,89.9,62.3,95.6
STU20248930,女,机电学院,64.4,80.7,69.1,66.6
STU20248931,女,机电学院,89.2,64.9,88.3,75.1
STU20248932,男,计算机学院,77.4,85.9,88.0,81.9
STU20248933,女,文法学院,61.6,73.6,67.2,67.2
STU20248934,女,机电学院,47.8,71.4,55.4,64.0
STU20248935,男,文法学院,65.8,80.0,60.8,82.0
STU20248936,男,理学院,81.8,99.7,85.3,61.4
STU20248937,男,理学院,100.0,79.3,100.0,88.4
STU20248938,女,机电学院,66.6,57.9,70.1,73.5
STU20248939,女,计算机学院,81.7,68.5,84.0,54.0
STU20248940,女,理学院,68.5,91.0,76.8,95.1
STU20248941,男,计算机学院,52.2,91.3,66.5,88.9
STU20248942,女,机电学院,46.7,88.3,66.8,75.4
STU20248943,男,理学院,59.5,52.3,72.5,69.6
STU20248944,女,文法学院,87.3,56.7,87.0,86.1
STU20248945,女,机电学院,77.8,92.3,83.3,64.1
STU20248946,男,文法学院,100.0,81.2,100.0,72.8
STU20248947,男,机电学院,86.0,64.7,83.0,77.7
STU20248948,男,文法学院,78.7,72.6,84.6,81.4
STU20248949,女,理学院,60.2,91.1,61.0,70.2
STU20248950,男,理学院,60.7,54.8,80.9,95.3
STU20248951,女,理学院,84.5,61.9,95.3,72.4
STU20248952,女,商学院,55.6,83.5,67.1,63.9
STU20248953,男,计算机学院,91.8,87.2,97.5,62.8
STU20248954,男,文法学院,56.1,91.9,65.4,78.4
STU20248955,男,机电学院,77.1,82.5,81.3,85.5
STU20248956,女,文法学院,78.6,92.1,87.4,75.7
STU20248957,女,理学院,84.5,65.5,84.8,63.7
STU20248958,女,商学院,99.6,65.8,98.1,74.2
STU20248959,男,计算机学院,43.7,78.2,55.8,75.7
STU20248960,男,理学院,54.1,66.6,59.8,79.6
STU20248961,男,商学院,71.0,68.4,77.6,80.2
STU20248962,男,商学院,94.1,80.8,95.2,61.5
STU20248963,男,计算机学院,55.0,62.8,57.2,66.3
STU20248964,男,机电学院,70.4,78.0,81.5,88.4
STU20248965,女,计算机学院,58.3,67.7,65.2,75.7
STU20248966,女,文法学院,81.6,100.0,85.4,80.6
STU20248967,男,理学院,74.0,58.8,78.1,81.6
STU20248968,女,机电学院,88.9,73.6,91.3,59.6
STU20248969,男,文法学院,57.3,71.7,62.4,79.5
STU20248970,女,理学院,55.3,67.1,71.5,66.6
STU20248971,男,商学院,61.8,75.7,72.3,72.0
STU20248972,男,商学院,62.6,56.2,71.5,95.7
STU20248973,男,理学院,80.3,100.0,76.2,59.6
STU20248974,女,理学院,99.9,77.6,94.5,58.0
STU20248975,男,机电学院,68.9,83.5,80.9,82.3
STU20248976,男,商学院,63.2,73.2,75.4,71.6
STU20248977,男,商学院,84.5,66.2,81.4,75.1
STU20248978,男,计算机学院,77.7,78.7,82.6,91.9
STU20248979,女,计算机学院,82.4,71.3,82.1,67.9
STU20248980,女,文法学院,69.5,86.5,75.7,76.5
STU20248981,女,计算机学院,62.0,94.6,73.3,83.8
STU20248982,男,理学院,59.5,60.1,57.7,75.0
STU20248983,女,文法学院,49.7,78.7,61.3,62.8
STU20248984,男,机电学院,74.0,76.0,78.6,80.4
STU20248985,男,文法学院,63.3,69.9,78.8,85.8
STU20248986,女,理学院,71.5,100.0,72.6,64.2
STU20248987,女,计算机学院,60.3,53.5,65.7,65.9
STU20248988,男,机电学院,53.1,79.7,61.5,69.2
STU20248989,男,计算机学院,70.1,70.5,66.2,74.4
STU20248990,男,文法学院,84.9,62.3,87.5,73.3
STU20248991,男,计算机学院,86.4,71.6,90.7,83.1
STU20248992,女,机电学院,76.8,64.8,87.8,70.2
STU20248993,女,机电学院,78.2,62.1,84.6,82.1
STU20248994,女,商学院,92.9,83.8,100.0,80.9
STU20248995,男,计算机学院,81.0,77.5,87.8,81.3
STU20248996,男,商学院,58.2,78.0,64.4,73.6
STU20248997,女,机电学院,65.5,81.7,78.0,71.9
STU20248998,女,机电学院,84.6,67.9,78.0,65.0
STU20248999,女,理学院,81.1,62.4,75.0,79.7
STU20249000,女,理学院,67.9,69.9,71.1,63.9
STU20249001,女,计算机学院,44.1,77.6,56.3,100.0
STU20249002,男,商学院,74.9,88.9,81.7,79.7
STU20249003,男,理学院,51.7,72.6,59.9,68.0
STU20249004,女,计算机学院,54.4,80.2,57.7,72.2
STU20249005,女,计算机学院,60.9,66.1,65.4,62.0
STU20249006,女,商学院,68.7,88.7,78.3,48.4
STU20249007,女,理学院,74.9,100.0,77.7,79.6
STU20249008,男,理学院,76.7,73.0,81.7,67.9
STU20249009,男,商学院,51.2,79.2,57.8,91.0
STU20249010,男,计算机学院,80.3,76.7,88.6,81.9
STU20249011,男,理学院,64.8,70.1,75.8,68.5
STU20249012,男,文法学院,77.9,79.6,83.6,94.0
STU20249013,女,文法学院,64.0,78.8,72.5,71.5
STU20249014,女,机电学院,70.3,82.0,77.6,64.1
STU20249015,女,商学院,47.9,72.9,57.2,82.4
STU20249016,女,机电学院,87.7,74.8,84.3,75.8
STU20249017,女,理学院,64.5,71.8,78.6,73.4
STU20249018,男,文法学院,93.8,67.7,97.1,72.0
STU20249019,女,商学院,61.6,84.7,63.1,91.6
STU20249020,男,文法学院,81.2,81.0,87.1,74.9
STU20249021,女,理学院,58.0,81.2,74.9,69.7
STU20249022,男,计算机学院,63.4,77.3,74.7,74.9
STU20249023,男,计算机学院,46.6,85.1,56.1,73.5
STU20249024,男,商学院,65.8,71.9,66.7,84.9
STU20249025,女,文法学院,56.8,65.3,74.7,79.0
STU20249026,女,文法学院,83.3,76.1,91.7,68.3
STU20249027,男,文法学院,79.3,67.9,87.7,92.5
STU20249028,男,文法学院,63.5,100.0,69.1,87.3
STU20249029,女,计算机学院,85.6,80.7,89.4,62.8
STU20249030,女,计算机学院,51.6,75.1,63.9,69.0
STU20249031,女,机电学院,71.0,91.7,80.7,76.2
STU20249032,男,机电学院,82.8,44.4,90.3,79.3
STU20249033,男,商学院,95.6,83.7,98.6,52.4
STU20249034,男,商学院,55.1,61.2,61.3,87.6
STU20249035,男,商学院,65.3,76.3,69.6,85.7
STU20249036,男,计算机学院,62.4,71.9,71.3,80.2
STU20249037,男,计算机学院,58.0,83.5,72.0,91.8
STU20249038,男,商学院,100.0,48.1,100.0,81.0
STU20249039,男,理学院,80.2,92.4,78.1,75.7
STU20249040,男,商学院,68.0,60.5,75.3,96.2
STU20249041,男,理学院,89.2,88.6,96.4,81.6
STU20249042,女,机电学院,48.8,64.7,57.3,77.0
STU20249043,男,商学院,54.3,94.2,62.0,85.7
STU20249044,男,机电学院,61.7,99.2,67.7,77.3
STU20249045,女,机电学院,70.8,87.9,78.0,80.8
STU20249046,女,计算机学院,68.5,88.2,77.2,63.5
STU20249047,男,商学院,61.6,89.7,66.2,86.0
STU20249048,男,文法学院,83.1,81.2,85.8,72.5
STU20249049,男,理学院,68.5,84.4,68.2,97.9
STU20249050,男,商学院,74.9,67.4,78.3,72.1
STU20249051,男,商学院,50.7,89.6,64.6,88.9
STU20249052,男,机电学院,91.1,72.8,94.4,76.7
STU20249053,男,机电学院,72.5,69.5,76.5,80.6
STU20249054,男,机电学院,76.6,92.0,71.2,93.1
STU20249055,女,计算机学院,36.6,71.3,52.8,66.9
STU20249056,男,文法学院,42.8,72.1,50.5,59.7
STU20249057,男,商学院,67.9,72.0,73.4,86.7
STU20249058,女,文法学院,47.3,59.5,61.3,62.6
STU20249059,男,理学院,62.7,91.6,61.9,99.0
STU20249060,女,文法学院,78.9,59.2,78.1,69.5
STU20249061,女,计算机学院,68.2,75.1,71.6,77.5
STU20249062,女,商学院,62.1,65.4,77.6,59.6
STU20249063,女,机电学院,78.3,57.4,71.9,63.9
STU20249064,男,理学院,70.6,100.0,80.3,72.8
STU20249065,男,计算机学院,66.7,82.9,76.8,90.3
STU20249066,男,商学院,100.0,82.4,100.0,88.5
STU20249067,男,理学院,61.5,59.7,65.3,84.3
STU20249068,女,文法学院,86.8,76.2,97.7,64.3
STU20249069,男,文法学院,74.1,90.2,80.3,83.0
STU20249070,男,计算机学院,72.7,89.8,88.1,86.7
STU20249071,女,计算机学院,55.3,90.7,69.6,63.5
STU20249072,女,计算机学院,56.1,70.4,59.0,71.9
STU20249073,男,文法学院,72.5,60.2,75.5,69.3
STU20249074,女,商学院,83.7,96.1,75.6,75.4
STU20249075,女,机电学院,78.6,63.7,76.3,71.4
STU20249076,女,商学院,78.1,72.4,80.4,86.2
STU20249077,男,计算机学院,47.6,72.4,60.0,84.1
STU20249078,女,商学院,100.0,86.2,100.0,72.0
STU20249079,男,文法学院,85.1,86.7,80.6,80.0
STU20249080,男,理学院,82.3,87.1,80.8,79.7
STU20249081,男,文法学院,69.9,84.9,86.6,72.1
STU20249082,男,商学院,60.6,59.0,68.0,97.0
STU20249083,男,机电学院,100.0,61.9,100.0,82.6
STU20249084,女,理学院,54.5,80.8,62.9,72.6
STU20249085,女,商学院,65.8,71.9,73.1,76.9
STU20249086,女,机电学院,61.6,83.2,61.3,67.9
STU20249087,男,机电学院,58.2,78.4,58.9,72.6
STU20249088,男,商学院,67.7,86.0,73.2,79.3
STU20249089,女,机电学院,66.1,78.7,66.5,74.9
STU20249090,男,计算机学院,78.5,78.5,81.1,75.3
STU20249091,女,机电学院,62.8,63.3,62.1,74.9
STU20249092,男,机电学院,85.9,56.0,96.7,65.3
STU20249093,女,机电学院,69.5,64.0,78.2,72.2
STU20249094,女,商学院,82.7,75.9,89.9,68.2
STU20249095,男,文法学院,60.0,78.5,68.1,85.2
STU20249096,女,商学院,86.0,46.1,90.3,71.7
STU20249097,女,商学院,58.7,78.5,65.9,73.8
STU20249098,男,机电学院,62.6,73.1,72.3,79.0
STU20249099,男,理学院,79.0,92.9,71.4,81.8
STU20249100,女,理学院,47.6,68.1,61.2,58.7
STU20249101,男,商学院,49.2,71.7,54.6,76.9
STU20249102,男,商学院,71.0,72.6,86.8,90.0
STU20249103,女,文法学院,69.1,83.3,74.3,77.6
STU20249104,男,理学院,36.1,76.9,42.6,71.1
STU20249105,女,理学院,60.9,71.9,66.3,75.9
STU20249106,女,计算机学院,45.0,97.2,54.5,69.5
STU20249107,男,计算机学院,84.5,61.0,85.7,71.2
STU20249108,男,理学院,49.4,64.4,59.0,87.7
STU20249109,女,文法学院,65.3,84.8,71.0,80.5
STU20249110,男,机电学院,92.2,63.6,97.0,77.9
STU20249111,女,计算机学院,92.6,69.4,100.0,79.9
STU20249112,男,机电学院,61.3,76.9,69.1,80.9
STU20249113,男,理学院,19.5,80.0,41.4,93.6
STU20249114,男,机电学院,62.2,65.4,64.9,97.5
STU20249115,男,机电学院,90.6,71.4,89.1,80.9
STU20249116,女,机电学院,78.2,59.9,84.5,70.5
STU20249117,女,理学院,75.3,76.6,85.0,76.2
STU20249118,男,文法学院,100.0,51.4,100.0,81.7
STU20249119,男,机电学院,61.1,59.0,60.3,90.7
STU20249120,女,文法学院,54.1,89.9,62.9,78.0
STU20249121,男,商学院,79.3,81.0,80.0,76.3
STU20249122,男,计算机学院,76.3,73.7,81.8,95.9
STU20249123,女,理学院,67.6,60.1,69.4,78.6
STU20249124,女,机电学院,58.0,74.2,70.9,69.1
STU20249125,女,机电学院,67.6,49.0,71.2,64.9
STU20249126,男,机电学院,57.2,62.1,70.5,88.6
STU20249127,男,文法学院,69.5,65.8,81.2,84.8
STU20249128,男,机电学院,66.9,79.3,69.0,74.8
STU20249129,男,计算机学院,80.0,54.9,88.6,84.1
STU20249130,男,文法学院,64.3,88.6,72.6,81.0
STU20249131,女,理学院,59.4,46.9,60.4,72.5
STU20249132,男,商学院,77.0,70.8,82.1,73.7
STU20249133,女,计算机学院,55.6,62.2,61.0,67.8
STU20249134,女,理学院,69.1,64.8,70.1,78.2
STU20249135,男,计算机学院,74.4,53.0,76.2,73.7
STU20249136,女,计算机学院,87.1,82.5,94.9,73.1
STU20249137,女,文法学院,73.9,81.7,80.1,64.0
STU20249138,男,商学院,94.1,100.0,91.4,82.8
STU20249139,女,文法学院,65.4,86.7,64.9,59.8
STU20249140,男,机电学院,54.8,75.5,71.2,70.3
STU20249141,女,文法学院,85.1,74.9,95.1,62.1
STU20249142,男,文法学院,64.5,84.8,76.6,77.6
STU20249143,男,机电学院,85.3,63.4,84.2,83.1
STU20249144,男,商学院,51.8,73.6,63.0,70.7
STU20249145,男,理学院,88.9,76.1,97.1,65.0
STU20249146,男,理学院,71.3,67.6,74.5,84.0
STU20249147,男,理学院,70.8,72.9,83.2,87.0
STU20249148,男,计算机学院,72.6,88.2,79.0,93.5
STU20249149,男,文法学院,82.0,84.4,82.6,74.2
STU20249150,男,文法学院,73.9,54.5,80.4,80.2
STU20249151,女,计算机学院,49.1,82.3,64.9,89.1
STU20249152,男,理学院,62.1,49.1,73.1,59.9
STU20249153,男,理学院,79.3,80.6,81.0,73.8
STU20249154,男,商学院,33.3,79.2,42.7,70.1
STU20249155,男,机电学院,57.9,80.6,69.7,65.9
STU20249156,男,计算机学院,51.6,74.3,59.7,80.6
STU20249157,女,理学院,88.2,65.8,94.4,74.7
STU20249158,女,理学院,84.1,80.0,75.6,62.8
STU20249159,男,商学院,67.2,82.6,78.2,96.6
STU20249160,女,商学院,68.6,79.0,83.5,65.2
STU20249161,女,计算机学院,88.3,72.8,88.5,67.9
STU20249162,女,机电学院,57.8,62.8,70.8,67.1
STU20249163,男,商学院,100.0,67.1,98.2,80.1
STU20249164,男,机电学院,67.2,70.1,72.9,81.8
STU20249165,女,机电学院,66.5,72.5,72.7,67.9
STU20249166,女,理学院,88.4,100.0,95.6,83.1
STU20249167,女,理学院,70.7,72.6,75.6,73.9
STU20249168,女,机电学院,79.9,72.5,83.3,70.3
STU20249169,女,文法学院,57.8,52.9,61.3,71.4
STU20249170,女,机电学院,71.1,81.1,82.6,82.0
STU20249171,男,计算机学院,60.2,67.0,64.4,87.5
STU20249172,男,商学院,54.2,66.3,58.9,89.3
STU20249173,男,计算机学院,71.3,77.9,80.2,84.5
STU20249174,男,商学院,78.0,81.9,83.2,61.1
STU20249175,男,商学院,57.2,94.2,66.3,83.3
STU20249176,男,计算机学院,91.6,85.0,84.3,90.7
STU20249177,男,文法学院,99.3,85.9,100.0,62.2
STU20249178,女,计算机学院,100.0,75.8,100.0,81.9
STU20249179,男,计算机学院,64.8,84.9,86.4,82.5
STU20249180,男,理学院,48.3,55.6,70.7,79.0
STU20249181,女,理学院,57.9,64.6,63.0,62.2
